Submission ID,Common Name,Scientific Name,Taxonomic Order,Count,State/Province,County,Location ID,Location,Latitude,Longitude,Date,Time,Protocol,Duration (Min),All Obs Reported,Distance Traveled (km),Area Covered (ha),Number of Observers,Breeding Code,Observation Details,Checklist Comments,ML Catalog Numbers
S197368631,Nashville Warbler,Leiothlypis ruficapilla,33704,4,US-IL,Cook,L152612,Burnham Park--McCormick Nature Area,41.8497879,-87.6099421,2024-10-01,08:03 AM,eBird - Traveling Count,180,1,1.107,,10,,,"Monthly birdwalk led by Wendy Paulson. Although it took some diligence, we eventually cobbled together an 11 warbler species day, great diversity for early October. The other group added Black-throated Green (=12), and I’m almost certain I got a quick glimpse of an Ovenbird (13?).    For me, however, the “bird of the day"" was a bat! We noted one flying in from the lake at ~8:15-8:20 am (landing in a large cottonwood by the parking lot, as did another prior to the birdwalk at ~7:10 am), plus a very high-flying bat at 8:20 am (heading in over the city). We then had two more that flew in and landed in a nearby pair of tall cottonwoods (8:37 am), and finally we discovered two perched Silver-haired Bats in a large maple by the ramped observation platform, one of which gave us a stunning close-up. Presumably all 7 bats were Silver-haireds.    A mercurial weather day, it started auspiciously (partly sunny and comfortable), but then became windy and overcast, before the wind abated and it returned to sunny and partly cloudy conditions. Temps felt cooler thanks to the strong N wind (65°F actually dropping to 62°F before creeping back up to 64°F).",,8831
S194006143,Nashville Warbler,Leiothlypis ruficapilla,33704,1,US-IL,Cook,L311824,Busse Woods (Ned Brown Forest Preserve),42.0309342,-88.0101013,2024-09-04,09:04 AM,eBird - Traveling Count,120,1,2.414,,1,,,Thanks Isoo for the tip!,,8832
S194801093,Nashville Warbler,Leiothlypis ruficapilla,33704,1,US-IL,Cook,L108460,"Douglass (Anna & Frederick) Park, Chicago",41.8633213,-87.6991556,2024-09-11,11:27 AM,eBird - Traveling Count,49,1,.977,,2,,,,,8833
S191772825,Nashville Warbler,Leiothlypis ruficapilla,33704,1,US-IL,Cook,L130994,Eggers Grove Forest Preserve (Chicago),41.6878052,-87.5272446,2024-08-17,08:10 AM,eBird - Traveling Count,66,1,1.448,,2,,,,,8834
S195254843,Nashville Warbler,Leiothlypis ruficapilla,33704,1,US-IL,Cook,L130994,Eggers Grove Forest Preserve (Chicago),41.6878052,-87.5272446,2024-09-15,11:25 AM,eBird - Traveling Count,90,1,2.887,,4,,,,,8835
S172159522,Nashville Warbler,Leiothlypis ruficapilla,33704,1,US-IL,Cook,L224192,Killdeer (Tinley Creek) Wetlands,41.5439,-87.7545,2024-05-04,06:55 AM,eBird - Traveling Count,147,1,2.947,,3,,,,,8836
S196137695,Nashville Warbler,Leiothlypis ruficapilla,33704,1,US-IL,Cook,L344054,Lake Calumet area--Deadstick Pond,41.6708602,-87.5741673,2024-09-22,02:33 PM,eBird - Traveling Count,32,1,.207,,2,,,,,8837
S171930641,Nashville Warbler,Leiothlypis ruficapilla,33704,1,US-IL,Cook,L152650,Lake Calumet area--Hegewisch Marsh,41.6565,-87.5643,2024-05-04,10:08 AM,eBird - Traveling Count,59,1,1.448,,1,,,,,8838
S174250525,Nashville Warbler,Leiothlypis ruficapilla,33704,1,US-IL,Cook,L164725,"Lincoln Park, Chicago--Jarvis Bird Sanctuary",41.948994,-87.6407,2024-05-13,05:51 AM,eBird - Stationary Count,170,0,,,14,,,Yellow-bellied flycatcher seen by two people     Great day with Chicago BIPOC Birders,,8839
S169443999,Nashville Warbler,Leiothlypis ruficapilla,33704,1,US-IL,Cook,L555427,McClaughrey Spring Woods,41.6774956,-87.8478813,2024-04-20,07:09 AM,eBird - Traveling Count,62,1,1.127,,2,,"Continuing will add poor photo of it flying off. Warbler species with gray head, white eyering, yellow underside, yellow undertail. Cary helped me get on it, thanks to him.",Metup with Cary who helped me find the early warbs,618936392,8840
S171280819,Nashville Warbler,Leiothlypis ruficapilla,33704,1,US-IL,Cook,L555427,McClaughrey Spring Woods,41.6774956,-87.8478813,2024-05-01,06:25 AM,eBird - Traveling Count,20,1,.805,,1,,,,,8841
S173688152,Nashville Warbler,Leiothlypis ruficapilla,33704,1,US-IL,Cook,L555427,McClaughrey Spring Woods,41.6774956,-87.8478813,2024-05-11,03:05 PM,eBird - Traveling Count,62,1,1.609,,1,,,,,8842
S170608130,Nashville Warbler,Leiothlypis ruficapilla,33704,1,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-04-27,01:22 PM,eBird - Traveling Count,180,1,3.219,,1,,,Came back to montrose aftee dipping on worm eating warbler at west ridge. Spent some time with peter and andrea,,8843
S170823467,Nashville Warbler,Leiothlypis ruficapilla,33704,1,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-04-28,01:03 PM,eBird - Traveling Count,154,1,4.828,,1,,,,,8844
S171058070,Nashville Warbler,Leiothlypis ruficapilla,33704,1,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-04-29,06:15 AM,eBird - Traveling Count,130,1,2.092,,1,,,Of course I leave before the stilts show up!,,8845
S171319024,Nashville Warbler,Leiothlypis ruficapilla,33704,2,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-05-01,08:10 AM,eBird - Traveling Count,106,1,3.219,,1,,,,,8846
S171490039,Nashville Warbler,Leiothlypis ruficapilla,33704,1,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-05-02,07:50 AM,eBird - Traveling Count,59,1,2.092,,3,,,,,8847
S172156805,Nashville Warbler,Leiothlypis ruficapilla,33704,1,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-05-05,07:30 AM,eBird - Traveling Count,115,1,2.414,,10,,,COS walk,,8848
S172723858,Nashville Warbler,Leiothlypis ruficapilla,33704,2,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-05-07,05:40 PM,eBird - Traveling Count,143,1,1.448,,1,,,Mostly beach.,,8849
S173229363,Nashville Warbler,Leiothlypis ruficapilla,33704,3,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-05-10,09:05 AM,eBird - Traveling Count,120,1,2.092,,1,,,,,8850
S173433752,Nashville Warbler,Leiothlypis ruficapilla,33704,5,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-05-11,06:00 AM,eBird - Traveling Count,83,1,1.609,,1,,,,,8851
S173556907,Nashville Warbler,Leiothlypis ruficapilla,33704,2,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-05-11,07:40 AM,eBird - Traveling Count,140,1,2.414,,20,,,"Bird and plant walk with colleagues, partners, and friends!",,8852
S173929621,Nashville Warbler,Leiothlypis ruficapilla,33704,1,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-05-12,05:47 AM,eBird - Traveling Count,220,1,2.414,,1,,,,,8853
S175604967,Nashville Warbler,Leiothlypis ruficapilla,33704,1,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-05-19,05:28 AM,eBird - Traveling Count,214,1,2.414,,1,,,,,8854
S193838160,Nashville Warbler,Leiothlypis ruficapilla,33704,4,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-09-03,07:05 AM,eBird - Traveling Count,137,1,1.931,,1,,,Not a single shorebird on every pier check.,,8855
S195143557,Nashville Warbler,Leiothlypis ruficapilla,33704,7,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-09-14,02:55 PM,eBird - Traveling Count,260,1,4.032,,2,,,,,8856
S195515696,Nashville Warbler,Leiothlypis ruficapilla,33704,2,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-09-15,02:09 PM,eBird - Traveling Count,174,1,2.423,,6,,,,,8857
S195950023,Nashville Warbler,Leiothlypis ruficapilla,33704,2,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-09-21,06:50 AM,eBird - Traveling Count,294,1,2.414,,1,,,,,8858
S194346480,Nashville Warbler,Leiothlypis ruficapilla,33704,1,US-IL,Cook,L3934103,Park No. 566,41.7487879,-87.5365198,2024-09-07,06:53 AM,eBird - Traveling Count,623,1,2.414,,1,,,Strong N wind with slight E component later in afternoon but nothing notable. Joined later by buddy Phil S who cooked up some food for us.,,8859
S195962472,Nashville Warbler,Leiothlypis ruficapilla,33704,1,US-IL,Cook,L383782,"Rainbow Beach, Chicago",41.7588348,-87.5493196,2024-09-21,12:28 PM,eBird - Traveling Count,38,1,1.448,,1,,,,,8860
S172784642,Nashville Warbler,Leiothlypis ruficapilla,33704,2,US-IL,Cook,L343242,"Ronan Park, Chicago",41.970298,-87.7031654,2024-05-08,05:45 AM,eBird - Traveling Count,135,1,3.219,,1,,,Dipped on kentucky,,8861
S175041553,Connecticut Warbler,Oporornis agilis,33714,1,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-05-17,05:55 AM,eBird - Traveling Count,70,1,1.287,,1,,,,,8862
S177059087,Connecticut Warbler,Oporornis agilis,33714,1,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-05-25,12:15 PM,eBird - Traveling Count,89,1,2.092,,1,,,,,8863
S178926113,Connecticut Warbler,Oporornis agilis,33714,1,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-06-02,07:10 AM,eBird - Traveling Count,241,1,2.092,,1,,"Yellow below, gray head and neck with complete white eyering, skulky and sang",,619966151,8864
S191596625,Connecticut Warbler,Oporornis agilis,33714,1,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-08-15,06:28 PM,eBird - Traveling Count,105,1,1.77,,1,,"Early. Complete white eye ring. Separated from nashville warbler with its especially long UTCs, gray color extending down chest, light legs, skulky nature. Spent at least 10 minutes getting 3 brief looks. Might be earliest montrose sighting?",I stg if I miss BBSA this year,,8865
S173929621,Mourning Warbler,Geothlypis philadelphia,33729,1,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-05-12,05:47 AM,eBird - Traveling Count,220,1,2.414,,1,,,,,8866
S175277138,Mourning Warbler,Geothlypis philadelphia,33729,1,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-05-18,05:40 AM,eBird - Traveling Count,150,1,2.092,,1,,,,,8867
S177599757,Mourning Warbler,Geothlypis philadelphia,33729,1,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-05-27,09:17 AM,eBird - Traveling Count,148,1,1.931,,1,S Singing Bird,,,,8868
S195143557,Mourning Warbler,Geothlypis philadelphia,33729,1,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-09-14,02:55 PM,eBird - Traveling Count,260,1,4.032,,2,,,,,8869
S172015158,Common Yellowthroat,Geothlypis trichas,33749,1,US-IL,Cook,L152600,"Air Station Prairie, Glenview",42.1005788,-87.8189135,2024-05-04,04:05 PM,eBird - Stationary Count,24,1,,,1,,,On viewing platfrom,,8870
S172159074,Common Yellowthroat,Geothlypis trichas,33749,3,US-IL,Cook,L152603,Bartel Grassland,41.5356,-87.7555,2024-05-04,05:28 AM,eBird - Traveling Count,63,1,1.689,,3,,,Walked trail from little pull off on central out into the middle.,,8871
S180392301,Common Yellowthroat,Geothlypis trichas,33749,5,US-IL,Cook,L152607,Bluff Spring Fen,42.015,-88.2555,2024-06-09,10:55 AM,eBird - Traveling Count,25,1,.805,,1,,,,,8872
S176242623,Common Yellowthroat,Geothlypis trichas,33749,3,US-IL,Cook,L152612,Burnham Park--McCormick Nature Area,41.8497879,-87.6099421,2024-05-21,07:20 AM,eBird - Traveling Count,130,1,1.931,,28,,,,,8873
S197368631,Common Yellowthroat,Geothlypis trichas,33749,1,US-IL,Cook,L152612,Burnham Park--McCormick Nature Area,41.8497879,-87.6099421,2024-10-01,08:03 AM,eBird - Traveling Count,180,1,1.107,,10,,Sparse and/or quiet and inconspicuous today.,"Monthly birdwalk led by Wendy Paulson. Although it took some diligence, we eventually cobbled together an 11 warbler species day, great diversity for early October. The other group added Black-throated Green (=12), and I’m almost certain I got a quick glimpse of an Ovenbird (13?).    For me, however, the “bird of the day"" was a bat! We noted one flying in from the lake at ~8:15-8:20 am (landing in a large cottonwood by the parking lot, as did another prior to the birdwalk at ~7:10 am), plus a very high-flying bat at 8:20 am (heading in over the city). We then had two more that flew in and landed in a nearby pair of tall cottonwoods (8:37 am), and finally we discovered two perched Silver-haired Bats in a large maple by the ramped observation platform, one of which gave us a stunning close-up. Presumably all 7 bats were Silver-haireds.    A mercurial weather day, it started auspiciously (partly sunny and comfortable), but then became windy and overcast, before the wind abated and it returned to sunny and partly cloudy conditions. Temps felt cooler thanks to the strong N wind (65°F actually dropping to 62°F before creeping back up to 64°F).",,8874
S199481247,Common Yellowthroat,Geothlypis trichas,33749,1,US-IL,Cook,L152612,Burnham Park--McCormick Nature Area,41.8497879,-87.6099421,2024-10-19,10:54 AM,eBird - Traveling Count,57,1,2.092,,1,,,,,8875
S171391718,Common Yellowthroat,Geothlypis trichas,33749,4,US-IL,Cook,L351831,Burnham Park--Promontory Point,41.7960139,-87.5765064,2024-05-01,03:40 PM,eBird - Traveling Count,52,1,1.287,,1,,,,,8876
S176574891,Common Yellowthroat,Geothlypis trichas,33749,5,US-IL,Cook,L125053,Burnham Prairie Nature Preserve,41.6401425,-87.5521946,2024-05-10,06:20 AM,eBird - Traveling Count,115,1,1.287,,1,,,,,8877
S185461442,Common Yellowthroat,Geothlypis trichas,33749,2,US-IL,Cook,L125053,Burnham Prairie Nature Preserve,41.6401425,-87.5521946,2024-07-05,10:08 AM,eBird - Traveling Count,31,1,.644,,1,,,80 degrees sunny hot,,8878
S182839816,Common Yellowthroat,Geothlypis trichas,33749,1,US-IL,Cook,L357712,"Calumet Park, Chicago",41.7171656,-87.5294065,2024-06-21,07:19 AM,eBird - Traveling Count,20,1,.805,,1,,,,,8879
S190204817,Common Yellowthroat,Geothlypis trichas,33749,1,US-IL,Cook,L447274,"Calumet Water Reclamation Plant, Chicago (RESTRICTED)",41.6697703,-87.6080704,2024-08-04,06:53 AM,eBird - Traveling Count,177,1,4.828,,4,,,,,8880
S176936123,Common Yellowthroat,Geothlypis trichas,33749,3,US-IL,Cook,L124174,Cap Sauers Holdings Forest Preserve,41.6725393,-87.8822067,2024-05-25,06:07 AM,eBird - Traveling Count,58,1,1.609,,1,,,,,8881
S175194703,Common Yellowthroat,Geothlypis trichas,33749,2,US-IL,Cook,L207016,"Chicago Botanic Garden, Glencoe",42.1470902,-87.7895394,2024-05-17,06:40 PM,eBird - Stationary Count,20,1,,,1,,,Stationary south lagoon,,8882
S175318779,Common Yellowthroat,Geothlypis trichas,33749,4,US-IL,Cook,L207016,"Chicago Botanic Garden, Glencoe",42.1470902,-87.7895394,2024-05-18,09:30 AM,eBird - Stationary Count,6,1,,,1,,,,,8883
S180443199,Common Yellowthroat,Geothlypis trichas,33749,8,US-IL,Cook,L152623,Crabtree Nature Center,42.114,-88.161,2024-06-09,01:53 PM,eBird - Traveling Count,61,1,1.609,,1,,,,,8884
S194801093,Common Yellowthroat,Geothlypis trichas,33749,1,US-IL,Cook,L108460,"Douglass (Anna & Frederick) Park, Chicago",41.8633213,-87.6991556,2024-09-11,11:27 AM,eBird - Traveling Count,49,1,.977,,2,,,,,8885
S189053916,Common Yellowthroat,Geothlypis trichas,33749,3,US-IL,Cook,L90360,Helmick Nature Preserve / Butterfield Creek Wetlands,41.4993211,-87.7601624,2024-07-27,07:19 AM,eBird - Traveling Count,64,1,2.372,,2,,,,,8886
S172159522,Common Yellowthroat,Geothlypis trichas,33749,5,US-IL,Cook,L224192,Killdeer (Tinley Creek) Wetlands,41.5439,-87.7545,2024-05-04,06:55 AM,eBird - Traveling Count,147,1,2.947,,3,,,,,8887
S186835171,Common Yellowthroat,Geothlypis trichas,33749,2,US-IL,Cook,L344054,Lake Calumet area--Deadstick Pond,41.6708602,-87.5741673,2024-07-13,12:15 PM,eBird - Traveling Count,152,1,2.092,,1,,,"Blazing hot, 90 degrees with mostly full sun",,8888
S187000481,Common Yellowthroat,Geothlypis trichas,33749,2,US-IL,Cook,L344054,Lake Calumet area--Deadstick Pond,41.6708602,-87.5741673,2024-07-14,10:51 AM,eBird - Traveling Count,127,1,1.77,,1,,,,,8889
S189082544,Common Yellowthroat,Geothlypis trichas,33749,1,US-IL,Cook,L344054,Lake Calumet area--Deadstick Pond,41.6708602,-87.5741673,2024-07-27,09:38 AM,eBird - Traveling Count,71,1,2.109,,3,,,"High 70’s, sunny, SE winds 8 mph.",,8890
S192243076,Common Yellowthroat,Geothlypis trichas,33749,1,US-IL,Cook,L344054,Lake Calumet area--Deadstick Pond,41.6708602,-87.5741673,2024-08-21,07:01 AM,eBird - Stationary Count,66,1,,,1,,Imm,,,8891
S171930641,Common Yellowthroat,Geothlypis trichas,33749,3,US-IL,Cook,L152650,Lake Calumet area--Hegewisch Marsh,41.6565,-87.5643,2024-05-04,10:08 AM,eBird - Traveling Count,59,1,1.448,,1,,,,,8892
S174250525,Common Yellowthroat,Geothlypis trichas,33749,1,US-IL,Cook,L164725,"Lincoln Park, Chicago--Jarvis Bird Sanctuary",41.948994,-87.6407,2024-05-13,05:51 AM,eBird - Stationary Count,170,0,,,14,,,Yellow-bellied flycatcher seen by two people     Great day with Chicago BIPOC Birders,,8893
S173680978,Common Yellowthroat,Geothlypis trichas,33749,2,US-IL,Cook,L124536,McGinty Slough / John J. Duffy Grasslands,41.6588008,-87.922318,2024-05-11,02:10 PM,eBird - Traveling Count,45,1,1.287,,1,,,Couldnt find bell's vireo,,8894
S174469425,Common Yellowthroat,Geothlypis trichas,33749,1,US-IL,Cook,L2132400,Millennium Park--Lurie Garden,41.8813106,-87.6217067,2024-05-14,08:05 AM,eBird - Traveling Count,60,1,1.287,,5,,,"Birding and nature outing with Alex, Tarik, Leah, Meg, and Alice. Light rain and great migratory bird activity!",,8895
S169949079,Common Yellowthroat,Geothlypis trichas,33749,1,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-04-23,06:05 AM,eBird - Traveling Count,155,1,2.253,,1,,,,,8896
S170553377,Common Yellowthroat,Geothlypis trichas,33749,2,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-04-27,06:30 AM,eBird - Traveling Count,253,1,4.828,,2,,,Metup with John Legge. Saw lots of birder friends!,,8897
S170608130,Common Yellowthroat,Geothlypis trichas,33749,4,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-04-27,01:22 PM,eBird - Traveling Count,180,1,3.219,,1,,,Came back to montrose aftee dipping on worm eating warbler at west ridge. Spent some time with peter and andrea,,8898
S170737861,Common Yellowthroat,Geothlypis trichas,33749,4,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-04-28,06:30 AM,eBird - Traveling Count,200,1,3.219,,1,,,Metup with Melissa from last year's bird banding!,,8899
S170823467,Common Yellowthroat,Geothlypis trichas,33749,4,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-04-28,01:03 PM,eBird - Traveling Count,154,1,4.828,,1,,,,,8900
S171058070,Common Yellowthroat,Geothlypis trichas,33749,3,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-04-29,06:15 AM,eBird - Traveling Count,130,1,2.092,,1,,,Of course I leave before the stilts show up!,,8901
S171319024,Common Yellowthroat,Geothlypis trichas,33749,5,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-05-01,08:10 AM,eBird - Traveling Count,106,1,3.219,,1,,,,,8902
S171415002,Common Yellowthroat,Geothlypis trichas,33749,4,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-05-01,05:15 PM,eBird - Traveling Count,87,1,2.092,,1,,,,,8903
S171490039,Common Yellowthroat,Geothlypis trichas,33749,5,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-05-02,07:50 AM,eBird - Traveling Count,59,1,2.092,,3,,,,,8904
S171981664,Common Yellowthroat,Geothlypis trichas,33749,2,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-05-04,01:02 PM,eBird - Traveling Count,69,1,2.414,,1,,,,,8905
